quality_score,notice_id,original_title,buyer_name,country,deadline,estimated_value_eur,tender_url,english_summary,what_they_want,eligibility_requirements,evaluation_criteria,language_detected
2,826557-2025,Bulgaria – Miscellaneous medical devices and products,УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - БУРГАС АД,BGR,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/826557-2025,"This tender is for the procurement of various interventional cardiology and vascular access medical devices by a university hospital in Burgas, Bulgaria. The procurement includes introducers, balloon catheters, diagnostic catheters, guidewires, PTCA guidewires, and subcutaneous implantable venous port sets for medium and long-term therapeutic infusions.","Femoral introducer sets (25 units), femoral introducers for contralateral access (15 units), radial introducer sets (25 units), NC balloon catheters 0.014""142cm (200 units total), PTA balloon catheters OTW 0.035""/80 and 135cm (100 units), vascular closure devices (100 units), guiding catheters (250 units), diagnostic/angiographic catheters (50 units), hydrophilic coated guidewires (50 units total), arterial defect closure devices (50 units), diagnostic catheters for cerebral and visceral curves 4Fr and 5Fr (20 units total), PTCA guidewires including 0.014""x300cm coronary guidewires (70 units total), diagnostic guidewires 260/0.035 standard and stiff (50 units total), subcutaneous implantable venous port sets for chemotherapy, antibiotics, nutrients, blood products administration and blood sampling (approximately 300+ units in various configurations)",NOT FOUND,NOT FOUND,Bulgarian
2,826880-2025,Finland – Medical equipments,Pohjois-Pohjanmaan hyvinvointialue,FIN,2026-01-23,,https://ted.europa.eu/en/notice/-/detail/826880-2025,Pohjois-Pohjanmaan hyvinvointialue (Pohde) Consortium Services procurement department is requesting offers for synthetic tissue support mesh for breast procedures. The procurement period is valid until new contracts from a more comprehensive tissue mesh tender come into effect.,Synthetic tissue support mesh for breast procedures (rinnan synteettinen kudostukiverkko),NOT FOUND,NOT FOUND,Finnish
2,826884-2025,"Sweden – Medical equipments, pharmaceuticals and personal care products",Region Stockholm - Fastighets- och servicenämnden/Serviceförvaltningen,SWE,2025-12-18,,https://ted.europa.eu/en/notice/-/detail/826884-2025,"This is a supplemental procurement by Region Stockholm for peripheral angio- and neuroradiology products, reference SLL502. The tender covers consumable materials for these medical specialties.","Consumable materials for peripheral angio- and neuroradiology procedures (specific products, models, and brands not specified in the notice)",NOT FOUND,NOT FOUND,Swedish
2,827228-2025,Sweden – Sacks and bags,Varuförsörjningen,SWE,2026-01-30,,https://ted.europa.eu/en/notice/-/detail/827228-2025,"This is a procurement tender from Sweden for transport and waste packaging, specifically sacks and bags. The buyer is Varuförsörjningen (Supply Service) seeking suppliers for packaging materials used in transport and waste management applications.",Transport packaging and waste packaging (sacks and bags),NOT FOUND,NOT FOUND,Swedish
2,827280-2025,"Austria – Endoscopy, endosurgery devices",Krankenfürsorgeanstalt der Bediensteten der Stadt Wien,AUT,2026-02-16,,https://ted.europa.eu/en/notice/-/detail/827280-2025,"This is a tender for the procurement of 2 endoscopy towers for the Sanatorium Hera in Vienna, Austria. The contract includes delivery, installation, commissioning, training, and maintenance of equipment specifically suitable for gastroscopy and colonoscopy procedures.",2 endoscopy towers suitable for gastroscopy and colonoscopy procedures,NOT FOUND,NOT FOUND,German
2,827446-2025,Germany – X-ray devices,Universitätsklinikum Frankfurt,DEU,2026-01-09,,https://ted.europa.eu/en/notice/-/detail/827446-2025,University Hospital Frankfurt is procuring two digital mobile X-ray systems with telescopic tube arms for mobile use in intensive care units.,Two digital mobile X-ray systems with telescopic tube arms designed for mobile use in intensive care units (ICU).,NOT FOUND,NOT FOUND,German
2,827452-2025,Italy – Miscellaneous medical devices and products,AZIENDA OSPEDALIERO-UNIVERSITARIA “Renato Dulbecco”,ITA,2026-02-03,,https://ted.europa.eu/en/notice/-/detail/827452-2025,"This is a tender for a comprehensive range of urology and endourology medical devices and supplies by an Italian hospital-university organization. The procurement includes surgical instruments, catheters, stents, guidewires, single-use and reusable urological equipment, and accessories for ureteroscopy, nephroscopy, and other urological procedures.","Irrigation kits for flexible ureterorenoscopy with access sheaths; urological drapes; bipolar loop electrodes (disposable and reusable) compatible with Storz resection instruments; Ellik evacuators; urological irrigation sets; disposable blades compatible with Hawk Shaver YSB-III morcellator; laser fiber guides and curettes compatible with Piranha morcellator; nephrostomy access sheaths with stone fragment collection systems; Nitinol stone extractors; fascial dilator sets (Amplatz); percutaneous access kits with high-pressure balloon catheters; various Nitinol and PTFE-coated guidewires; disposable digital flexible videoureteroscopes with CMOS and dual LED (7.5 fr and 8.5 fr); disposable flexible video cysto/nephroscopes; urethral catheters (semi-rigid polyurethane, PVC, silicone); ureteral stents (double-J, single-loop, hydrophilic, long-term, pediatric); suprapubic drainage sets; self-lubricating Nelaton catheters; reusable semi-rigid catheters (olivary, Couvelaire, Mercier tips); ureterostomy catheters; sterile reusable surgical optical fibers.",NOT FOUND,NOT FOUND,Italian
2,827570-2025,Italy – Surgical instruments,U.O.C. PROVVEDITORATO - Ospedali Riuniti Villa Sofia Cervello,ITA,2026-01-23,,https://ted.europa.eu/en/notice/-/detail/827570-2025,"This is a two-year supply contract for surgical instruments for the Da Vinci XI robotic surgical system, issued by a hospital facility in Italy (Ospedali Riuniti Villa Sofia Cervello).",Surgical instruments for Da Vinci XI robot (robotic surgical system). Specific instrument models or detailed specifications not provided in the notice excerpt.,NOT FOUND,NOT FOUND,Italian
2,827605-2025,Austria – Medical equipments,Steiermärkische Krankenanstaltengesellschaft,AUT,2026-01-08,,https://ted.europa.eu/en/notice/-/detail/827605-2025,This is a market research/exploration notice for the procurement of thoracic drainage systems and associated consumable materials for healthcare facilities in Austria (Steiermark region).,Thoracic suction drainage system (Thoraxsaugdrainage) and corresponding consumable materials,NOT FOUND,NOT FOUND,German
2,827659-2025,Czechia – Catheters,Fakultní nemocnice Hradec Králové,CZE,,,https://ted.europa.eu/en/notice/-/detail/827659-2025,"This is a tender for ongoing supplies of various types of specialized catheters needed by University Hospital Hradec Králové in the Czech Republic over a 4-year period, including thromboaspiration catheters, guide catheter extensions, low-profile microcatheters for chronic total occlusions (CTO), and standard microcatheters for CTO procedures.",Thromboaspiration catheters; guide catheter extensions; low-profile microcatheters for chronic total occlusions (CTO); microcatheters for standard use in chronic total occlusions (CTO),NOT FOUND,NOT FOUND,Czech
2,827864-2025,"Sweden – Medical equipments, pharmaceuticals and personal care products",Region Västernorrland,SWE,2026-01-15,,https://ted.europa.eu/en/notice/-/detail/827864-2025,"This is a tender for a framework agreement for MR (Magnetic Resonance) contrast injectors for Region Västernorrland, including associated consumables, accessories and spare parts.","MR contrast injectors with associated consumables, accessories and spare parts",NOT FOUND,NOT FOUND,Swedish
2,828041-2025,Denmark – Devices for the elderly,Region Nordjylland,DNK,,,https://ted.europa.eu/en/notice/-/detail/828041-2025,"This is a tender for transfer/mobility aids for the elderly, including sliding sheets and slings, for Region North Jutland and Region South Denmark. The procurement covers devices used to assist in moving and repositioning elderly or mobility-impaired patients.","Transfer/mobility aids (Forflytningshjælpemidler), specifically including sliding sheets (glidestykker) and slings (sejl) for patient handling and repositioning.",NOT FOUND,NOT FOUND,Danish
2,828213-2025,Finland – Medical equipments,Keski-Suomen hyvinvointialue,FIN,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/828213-2025,"This is a tender notice from the Central Finland Wellbeing Services County for the procurement of medical equipment. The specific products to be procured are detailed in an Excel attachment (Attachment 2 Tender Form), with full requirements described in the tender request and its attachments.","Medical equipment products listed in Excel attachment (Liite 2 Tarjouslomake/Attachment 2 Tender Form). Specific devices, models, and brands are not specified in this notice extract.",NOT FOUND,NOT FOUND,Finnish
2,828305-2025,Sweden – Medical equipments,Varuförsörjningen,SWE,,,https://ted.europa.eu/en/notice/-/detail/828305-2025,This is a tender for materials used in the reconstruction of damaged jaw bones and facial fractures. The procurement is being conducted by Varuförsörjningen in Sweden.,Materials for reconstruction of damaged jaw bones and facial fractures (no specific models or brands mentioned).,NOT FOUND,NOT FOUND,Swedish
2,828529-2025,Poland – Medical equipments,Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie - Państwowy Instytut Badawczy Oddział w Krakowie,POL,2025-12-17,,https://ted.europa.eu/en/notice/-/detail/828529-2025,"This is a tender for the supply of nuclear medicine imaging equipment by the Maria Sklodowska-Curie National Research Institute of Oncology in Krakow, Poland. The procurement includes a PET/CT scanner and a SPECT scanner, along with necessary room adaptations for both systems.","One PET/CT scanner (apparatus) with necessary room adaptation work, and one SPECT scanner (apparatus) with necessary room adaptation work for nuclear medicine imaging purposes.",NOT FOUND,NOT FOUND,Polish
2,828632-2025,Czechia – Anaesthesia devices,Fakultní nemocnice Bulovka,CZE,2025-12-23,,https://ted.europa.eu/en/notice/-/detail/828632-2025,"This tender is for the supply of anaesthesia devices and one monitoring station including accessories according to technical specifications, along with the provision of consumable materials and warranty, post-warranty, and out-of-warranty servicing.","Anaesthesiological assemblies/systems, one monitoring station with accessories, consumable materials, and service coverage (warranty, post-warranty, and out-of-warranty maintenance).",NOT FOUND,NOT FOUND,Czech
2,828923-2025,Spain – Medical consumables,Instituto Catalán de la Salud. Hospital Universitario Germans Trias i Pujol,ESP,2026-01-16,,https://ted.europa.eu/en/notice/-/detail/828923-2025,"This is a tender for the supply of electrode sets for focal prostate therapy using irreversible electroporation technique, including the provision of associated equipment for the Hospital Universitario Germans Trias i Pujol in Catalonia, Spain.","Electrode sets/assemblies (conjuntos de electrodos) for focal prostatic therapy using irreversible electroporation technique, with equipment provision (cesión de equipación)",NOT FOUND,NOT FOUND,Spanish
2,829350-2025,"Sweden – Medical equipments, pharmaceuticals and personal care products",Region Stockholm - Fastighets- och servicenämnden/Inköpscentralen,SWE,2026-01-09,,https://ted.europa.eu/en/notice/-/detail/829350-2025,"This is a framework agreement procurement for customized surgical sets for operating departments within Region Stockholm and Region Gotland. The procurement covers 19 sub-areas including various surgical specialties such as orthopedics, neurosurgery, cardiology, laparoscopy, pediatrics, robotics surgery, transplantation, and other medical specialties.","Customized surgical sets (kundanpassade set) for operating departments across 19 sub-areas: (1) Ear & Jaw, (2) Orthopedics & Hand, (3) Neurosurgery & Pediatric Neurosurgery, (4) Vascular, (5) Thorax, (6) Laparoscopy, (7) ERCP, (8) General Surgery, (9) Breast sets, (10) Plastic surgery, (11) Gynecology, (12) Urology, (13) Pediatric ECMO, (14) Robotic surgery, (15) Transplantation, (16) Pacemaker/Subcutaneous venous port, (17) Dental sets, (18) Ophthalmology sets, (19) Other sets.",NOT FOUND,NOT FOUND,Swedish
